ISO_3_code,Countryname,Who_region,Year,Vaccinecode,Vaccine_description,Schedulerounds,Targetpop,Targetpop_Description,Geoarea,Ageadministered,Sourcecomment
MEX,Mexico,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,Y1,"Hasta el año 2027, para niñas y niños que cumplan 6 años de edad, el esquema de vacunación será: 1a dosis a los 12 meses de edad y la 2a dosis a los 6 años de edad. Para las cohortes de nacimiento a partir del año 2022, el esquema de vacunación será el si"
MEX,Mexico,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M18-Y6,"Hasta el año 2027, para niñas y niños que cumplan 6 años de edad, el esquema de vacunación será: 1a dosis a los 12 meses de edad y la 2a dosis a los 6 años de edad. Para las cohortes de nacimiento a partir del año 2022, el esquema de vacunación será el si"
MEX,Mexico,AMRO,2023.0,MR,MR (Measles and rubella) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y10,"10 años y más sin antecedente vacunal (Se administra de forma general a toda la población mayor de 10 años sin antecedente vacunal, lo cual incluye al personal de salud)."
MEX,Mexico,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,ADULTS,Adults,NATIONAL,Y60,Personas de 60 y más años sin factores de riesgo recibirán dosis única con esta vacuna. Personas de 60 y más años con factores de riesgo recibirán una dosis con esta vacuna y al año de aplicación recibirán una dosis de refuerzo con vacuna Neumocócica poli
MEX,Mexico,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,"En personas < 5 años de edad  se aplicarán 3 dosis, con edades óptimas de aplicación: 1a dosis a los 2 meses de edad, 2a dosis a los 4 meses de edad, y 3a dosis al cumplir 1 año de edad."
MEX,Mexico,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M12,"En personas < 5 años de edad  se aplicarán 3 dosis, con edades óptimas de aplicación: 1a dosis a los 2 meses de edad, 2a dosis a los 4 meses de edad, y 3a dosis al cumplir 1 año de edad."
MEX,Mexico,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,"En personas < 5 años de edad  se aplicarán 3 dosis, con edades óptimas de aplicación: 1a dosis a los 2 meses de edad, 2a dosis a los 4 meses de edad, y 3a dosis al cumplir 1 año de edad."
MEX,Mexico,AMRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y61,Personas de 61 años y más con factores de riesgo (12 meses después de haber recibido la vacuna antineumocócica conugada)
MEX,Mexico,AMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2,< 8 meses de edad.
MEX,Mexico,AMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M4,< 8 meses de edad.
MEX,Mexico,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+Y10,"En población con  esquema primario completo, se vacuna con Td a población de primer año de educación secundaria y de 15 años no escolarizados , con refuerzo cada 10 años"
MEX,Mexico,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,B_ADO_W,General/routine,NATIONAL,>=Y15,"En población con  esquema primario completo, se vacuna con Td a población de primer año de educación secundaria y de 15 años no escolarizados , con refuerzo cada 10 años"
MEX,Mexico,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,,General/routine,NATIONAL,>=Y10,10 años y mas sin antecedente vacunal o con esquema incompleto.
MEX,Mexico,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,,Para iniciar o completar esquemas en personas embarazadas - A partir de la semana 20 de Gestación.
MEX,Mexico,AMRO,2023.0,VARICELLA,Varicella vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,Y1,Niños inscritos en estancias infantiles
MEX,Mexico,AMRO,2023.0,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M6-M11,6 a 59 meses de edad en algunas Jornadas Nacionales de Salud Pública
MEX,Mexico,AMRO,2023.0,VITAMINA,Vitamin A supplements,2.0,,General/routine,NATIONAL,M12-M59,6 a 59 meses de edad en algunas Jornadas Nacionales de Salud Pública
MHL,Marshall Islands,WPRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,nan
MHL,Marshall Islands,WPRO,2023.0,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y6,nan
MHL,Marshall Islands,WPRO,2023.0,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2,nan
MHL,Marshall Islands,WPRO,2023.0,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4,nan
MHL,Marshall Islands,WPRO,2023.0,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M6,nan
MHL,Marshall Islands,WPRO,2023.0,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M12,nan
MHL,Marshall Islands,WPRO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2,nan
MHL,Marshall Islands,WPRO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4,nan
MHL,Marshall Islands,WPRO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M12,nan
MHL,Marshall Islands,WPRO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y5,nan
MHL,Marshall Islands,WPRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,nan
MHL,Marshall Islands,WPRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,,General/routine,NATIONAL,M2,nan
MHL,Marshall Islands,WPRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,,General/routine,NATIONAL,M6,nan
MHL,Marshall Islands,WPRO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,1.0,,General/routine,NATIONAL,M2,nan
MHL,Marshall Islands,WPRO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,2.0,,General/routine,NATIONAL,M4,nan
MHL,Marshall Islands,WPRO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,3.0,,General/routine,NATIONAL,M12,nan
MHL,Marshall Islands,WPRO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y11,females
MHL,Marshall Islands,WPRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,M2,nan
MHL,Marshall Islands,WPRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M4,nan
MHL,Marshall Islands,WPRO,2023.0,IPV,IPV (Inactivated polio vaccine),3.0,,General/routine,NATIONAL,M6,nan
MHL,Marshall Islands,WPRO,2023.0,IPV,IPV (Inactivated polio vaccine),4.0,,General/routine,NATIONAL,Y4-Y6,nan
MHL,Marshall Islands,WPRO,2023.0,MEN_C_CONJ,Meningococcal C conjugate vaccine,1.0,,General/routine,NATIONAL,Y11-Y12,adolescents in school
MHL,Marshall Islands,WPRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12,nan
MHL,Marshall Islands,WPRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M13,nan
MHL,Marshall Islands,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
MHL,Marshall Islands,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
MHL,Marshall Islands,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M6,nan
MHL,Marshall Islands,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,4.0,,General/routine,NATIONAL,M12,nan
MHL,Marshall Islands,WPRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,,General/routine,NATIONAL,M2,children up to 59 months
MHL,Marshall Islands,WPRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,,General/routine,NATIONAL,M4,children up to 59 months
MHL,Marshall Islands,WPRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,,General/routine,NATIONAL,M6,children up to 59 months
MHL,Marshall Islands,WPRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,4.0,,General/routine,NATIONAL,M12,children up to 59 months
MHL,Marshall Islands,WPRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y11-Y12,nan
MHL,Marshall Islands,WPRO,2023.0,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M2,nan
MHL,Marshall Islands,WPRO,2023.0,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,M4,nan
MHL,Marshall Islands,WPRO,2023.0,VARICELLA,Varicella vaccine,3.0,,General/routine,NATIONAL,M6,nan
MHL,Marshall Islands,WPRO,2023.0,VARICELLA,Varicella vaccine,4.0,,General/routine,NATIONAL,M12,nan
MKD,North Macedonia,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,nan
MKD,North Macedonia,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2,nan
MKD,North Macedonia,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M6,nan
MKD,North Macedonia,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4,nan
MKD,North Macedonia,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,nan
MKD,North Macedonia,EURO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y7,nan
MKD,North Macedonia,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,nan
MKD,North Macedonia,EURO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y12,Females only
MKD,North Macedonia,EURO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,Females only
MKD,North Macedonia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y18,and older persons >65 years
MKD,North Macedonia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
MKD,North Macedonia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
MKD,North Macedonia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adults with chronic conditions, residents living in long-term care facilities"
MKD,North Macedonia,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,>=M6,nan
MKD,North Macedonia,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic conditions
MKD,North Macedonia,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12,nan
MKD,North Macedonia,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,Y6,nan
MKD,North Macedonia,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
MKD,North Macedonia,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
MKD,North Macedonia,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M12,nan
MKD,North Macedonia,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
MKD,North Macedonia,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
MKD,North Macedonia,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,,General/routine,NATIONAL,M6,nan
MKD,North Macedonia,EURO,2023.0,TDIPV_S,"Td-IPV (Tetanus, diphtheria for older children and adults and IPV) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y14,nan
MKD,North Macedonia,EURO,2023.0,TT,TT (Tetanus toxoid) vaccine,1.0,ADULTS,Adults,NATIONAL,Y18,"This is the last (7th dose) of Tetanus toxoid vaccine, according to Immunization Schedule for all children from 0-18 years of age"
MLI,Mali,AFRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,naissances vivantes
MLI,Mali,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,W6,enfants ayant survécus
MLI,Mali,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,W10,enfants ayant survécus
MLI,Mali,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,W14,enfants ayant survécus
MLI,Mali,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,W14,enfants ayant survécus
MLI,Mali,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M9,enfants ayant survécus
MLI,Mali,AFRO,2023.0,MEASLES,Measles vaccine,1.0,,General/routine,NATIONAL,M9,enfants ayant survécus
MLI,Mali,AFRO,2023.0,MEASLES,Measles vaccine,2.0,,General/routine,NATIONAL,M12-M23,enfants ayant survécus
MLI,Mali,AFRO,2023.0,MEN_A_CONJ,Meningococcal A conjugate vaccine,1.0,,General/routine,NATIONAL,M9,enfants ayant survécus
MLI,Mali,AFRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,B,"naissances vivantes, enfants ayant survécus"
MLI,Mali,AFRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,W6,"naissances vivantes, enfants ayant survécus"
MLI,Mali,AFRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,W10,"naissances vivantes, enfants ayant survécus"
MLI,Mali,AFRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,W14,"naissances vivantes, enfants ayant survécus"
MLI,Mali,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,W6,enfants ayant survécus
MLI,Mali,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,W10,enfants ayant survécus
MLI,Mali,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,W14,enfants ayant survécus
MLI,Mali,AFRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,,General/routine,NATIONAL,W6,nan
MLI,Mali,AFRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,,General/routine,NATIONAL,W10,nan
MLI,Mali,AFRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,,General/routine,NATIONAL,W14,nan
MLI,Mali,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,1st contact grossesse - femmes enceintes
MLI,Mali,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,1st contact grossesse - femmes enceintes
MLI,Mali,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,1st contact grossesse - femmes enceintes
MLI,Mali,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,1st contact grossesse - femmes enceintes
MLI,Mali,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,1st contact grossesse - femmes enceintes
MLI,Mali,AFRO,2023.0,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M6,enfants ayant survécus
MLI,Mali,AFRO,2023.0,VITAMINA,Vitamin A supplements,2.0,,General/routine,NATIONAL,Y1,enfants ayant survécus
MLI,Mali,AFRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,,General/routine,NATIONAL,M9,enfants ayant survécus
MLT,Malta,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B,Babies of parents hailing from high-risk TB countriess
MLT,Malta,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2,nan
MLT,Malta,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M3,nan
MLT,Malta,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M4,nan
MLT,Malta,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,nan
MLT,Malta,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B,Birth dose only to children born to HepB and/or HepC positive parents
MLT,Malta,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,W4,Birth dose only to children born to HepB and/or HepC positive parents
MLT,Malta,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,W8,Birth dose only to children born to HepB and/or HepC positive parents
MLT,Malta,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,4.0,RISKGROUPS,Risk group(s),NATIONAL,M12,Birth dose only to children born to HepB and/or HepC positive parents
MLT,Malta,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,CATCHUP_C,Catch-up children,NATIONAL,Y13-Y14,"As July 2023, we started a catch up campaign vaccinating all boys aged 13-14. These children wouldneed only 2 doses 6 months apart. a concomittant opportunistic campaign vaccinating boys 15 to 23 (boys born as of the year 2000 and being 12 years and over)"
MLT,Malta,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6,Females and males
MLT,Malta,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y12,Females and males
MLT,Malta,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y65,nan
MLT,Malta,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
MLT,Malta,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
MLT,Malta,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adults with chronic conditions, residents living in long-term care facilities"
MLT,Malta,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,M6-M59,nan
MLT,Malta,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,,General/routine,NATIONAL,Y5-Y16,nan
MLT,Malta,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic diseases
MLT,Malta,EURO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,,General/routine,NATIONAL,M3,All children born from 2020 onwards
MLT,Malta,EURO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,2.0,,General/routine,NATIONAL,M13,All children born from 2020 onwards
MLT,Malta,EURO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,3.0,,General/routine,NATIONAL,Y14,All children born from 2020 onwards
MLT,Malta,EURO,2023.0,MEN_B,Meningococcal B vaccine,1.0,,General/routine,NATIONAL,M2,nan
MLT,Malta,EURO,2023.0,MEN_B,Meningococcal B vaccine,2.0,,General/routine,NATIONAL,M4,nan
MLT,Malta,EURO,2023.0,MEN_B,Meningococcal B vaccine,3.0,,General/routine,NATIONAL,M12,nan
MLT,Malta,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M13,nan
MLT,Malta,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,Y3-Y4,nan
MLT,Malta,EURO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,1.0,,General/routine,NATIONAL,M2,All children born in 2016 onwards and aged less than 5 years old
MLT,Malta,EURO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,2.0,,General/routine,NATIONAL,M4,All children born in 2016 onwards and aged less than 5 years old
MLT,Malta,EURO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,3.0,,General/routine,NATIONAL,M12,All children born in 2016 onwards and aged less than 5 years old
MLT,Malta,EURO,2023.0,TDIPV_S,"Td-IPV (Tetanus, diphtheria for older children and adults and IPV) vaccine",5.0,B_ADO_W,General/routine,NATIONAL,Y14,nan
MMR,Myanmar,SEARO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B-M2,nan
MMR,Myanmar,SEARO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,M2,nan
MMR,Myanmar,SEARO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,M4,nan
MMR,Myanmar,SEARO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,M6,nan
MMR,Myanmar,SEARO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,nan
MMR,Myanmar,SEARO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,nan
MMR,Myanmar,SEARO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y9,9-10 years old girls
MMR,Myanmar,SEARO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,M4,nan
MMR,Myanmar,SEARO,2023.0,JE_LIVEATD,JE-Livatd (Japanese Encephalitis live-attenuated) vaccine,1.0,,General/routine,NATIONAL,M9,nan
MMR,Myanmar,SEARO,2023.0,MR,MR (Measles and rubella) vaccine,1.0,,General/routine,NATIONAL,M9,nan
MMR,Myanmar,SEARO,2023.0,MR,MR (Measles and rubella) vaccine,2.0,,General/routine,NATIONAL,M18,nan
MMR,Myanmar,SEARO,2023.0,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,M2,nan
MMR,Myanmar,SEARO,2023.0,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,M4,nan
MMR,Myanmar,SEARO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,M6,nan
MMR,Myanmar,SEARO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
MMR,Myanmar,SEARO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
MMR,Myanmar,SEARO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M6,nan
MMR,Myanmar,SEARO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
MMR,Myanmar,SEARO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
MMR,Myanmar,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,"Pregnant women, 1st AN visit, and 4 weeks after first AN visit"
MMR,Myanmar,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,"Pregnant women, 1st AN visit, and 4 weeks after first AN visit"
MMR,Myanmar,SEARO,2023.0,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M6-M59,nan
MNE,Montenegro,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,nan
MNE,Montenegro,EURO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",1.0,CATCHUP_C,Catch-up children,NATIONAL,Y6,"For children who attended first grade during the 2022/2023 school year and for older children who missed this revaccination, revaccination was carried out with the DT vaccine in 2023"
